id,fecha,provincia,zona_prov,genero,edad,maximo_estudio,espacio_identificado,posibilidad_votar,opinion_gestion_alberto,opinion_gestion_kicillof,opinion_tolosapaz,opinion_manes,opinion_santilli,posibilidad_voto_tolosapaz,posibilidad_voto_santilli,posibilidad_voto_manes,intencion_voto_2021,intencion_voto_2021_otros,voto_emitido_2019,analisis_temporal,peso
217,4/10/2021 16:28,Buenos Aires,Zona Sur conurbano,Hombre,51,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
218,4/10/2021 16:25,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,60,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
219,4/10/2021 16:19,Buenos Aires,Zona Sur conurbano,Hombre,75,Superior,NINGUNO,SEGURAMENTE iré a votar,-1,-1,0.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
220,4/10/2021 16:16,Buenos Aires,Zona Oeste conurbano,Hombre,30,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,-2.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
221,4/10/2021 16:12,Buenos Aires,Zona Oeste conurbano,Hombre,67,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,0.0,1.0,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
222,4/10/2021 16:07,Buenos Aires,Zona Sur conurbano,Mujer,30,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,0.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
223,4/10/2021 16:02,Buenos Aires,Zona Norte conurbano,Mujer,48,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,0.0,0.0,-1.0,-1.0,-1.0,-1.0,Vamos con Vos: Florencio Randazzo,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
224,4/10/2021 15:58,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,60,Secundario,La Izquierda,SEGURAMENTE iré a votar,-2,-2,-2.0,0.0,1.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
225,4/10/2021 15:56,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,65,Secundario,El radicalismo,,-1,-1,,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
226,4/10/2021 15:52,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,23,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,0.0,1.0,1.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
227,4/10/2021 15:48,Buenos Aires,Zona Norte conurbano,Hombre,62,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,2.0,,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
228,4/10/2021 15:48,Buenos Aires,Zona Norte conurbano,Hombre,42,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,1.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
229,4/10/2021 15:41,Buenos Aires,Zona Oeste conurbano,Hombre,35,Superior,El peronismo,SEGURAMENTE iré a votar,-1,2,2.0,-1.0,-1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
230,4/10/2021 15:39,Buenos Aires,Zona Norte conurbano,Hombre,63,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,No recuerdo,sem_6_(10/02-10/06),1
231,4/10/2021 15:37,Buenos Aires,Zona Norte conurbano,Hombre,55,Superior,El PRO,Casi seguro NO IRÉ A VOTAR,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
232,4/10/2021 15:34,Buenos Aires,Zona Sur conurbano,Hombre,52,Secundario,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,-1.0,-1.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
233,4/10/2021 15:36,Buenos Aires,Zona Norte conurbano,Hombre,64,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
234,4/10/2021 15:32,Buenos Aires,Zona Norte conurbano,Hombre,50,Superior,El peronismo,SEGURAMENTE iré a votar,-1,-1,1.0,1.0,1.0,-1.0,-1.0,-1.0,Vamos con Vos: Florencio Randazzo,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
235,4/10/2021 15:27,Buenos Aires,Zona Oeste conurbano,Mujer,71,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
236,4/10/2021 15:14,Buenos Aires,Zona Oeste conurbano,Hombre,70,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
237,4/10/2021 14:36,Buenos Aires,Zona Sur conurbano,Hombre,70,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
238,4/10/2021 14:35,Buenos Aires,Zona Oeste conurbano,Hombre,57,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
239,4/10/2021 14:28,Buenos Aires,Zona Norte conurbano,Mujer,36,Superior,El peronismo,SEGURAMENTE iré a votar,1,2,1.0,1.0,-1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
240,4/10/2021 14:19,Buenos Aires,Zona Sur conurbano,Mujer,43,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,0.0,1.0,0.0,0.0,0.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
241,4/10/2021 14:09,Buenos Aires,Zona Norte conurbano,Hombre,77,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
242,4/10/2021 14:05,Buenos Aires,Zona Norte conurbano,Hombre,51,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
243,4/10/2021 14:00,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,57,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,-1.0,-1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
244,4/10/2021 13:58,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,27,Primario,El peronismo,SEGURAMENTE iré a votar,1,1,-1.0,-1.0,-2.0,0.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
245,4/10/2021 13:09,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,68,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
246,4/10/2021 13:07,Buenos Aires,Zona Norte conurbano,Hombre,68,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,0.0,1.0,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
247,4/10/2021 13:04,Buenos Aires,Zona Sur conurbano,Mujer,73,Secundario,NINGUNO,SEGURAMENTE iré a votar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,,No recuerdo,sem_6_(10/02-10/06),1
248,4/10/2021 13:01,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,46,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
249,4/10/2021 12:49,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,65,Superior,La Izquierda,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Fit: Nicolás del Caño,sem_6_(10/02-10/06),1
250,4/10/2021 12:44,Buenos Aires,Zona Oeste conurbano,Mujer,44,Secundario,El PRO,SEGURAMENTE iré a votar,-1,-1,0.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
251,4/10/2021 12:23,Buenos Aires,Zona Sur conurbano,Mujer,62,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
252,4/10/2021 12:17,Buenos Aires,Zona Sur conurbano,Mujer,67,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
253,4/10/2021 12:16,Buenos Aires,Zona Sur conurbano,Hombre,56,Secundario,La Izquierda,SEGURAMENTE iré a votar,-1,-1,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,FIT-U: Nicolás del Caño,,Blanco/nulo,sem_6_(10/02-10/06),1
254,4/10/2021 12:14,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,40,Secundario,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
255,4/10/2021 12:00,Buenos Aires,Zona Norte conurbano,Hombre,49,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
256,4/10/2021 11:49,Buenos Aires,Zona Oeste conurbano,Mujer,59,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
257,4/10/2021 11:47,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,38,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,0.0,2.0,1.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
258,4/10/2021 11:38,Buenos Aires,Zona Sur conurbano,Mujer,45,Secundario,NINGUNO,NO ESTO SEGURO de ir a votar,-2,-2,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,,Blanco/nulo,sem_6_(10/02-10/06),1
259,4/10/2021 11:38,Buenos Aires,Zona Norte conurbano,Hombre,55,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
260,4/10/2021 11:37,Buenos Aires,Zona Oeste conurbano,Hombre,44,Secundario,NINGUNO,SEGURAMENTE iré a votar,-1,-2,-2.0,1.0,1.0,-1.0,0.0,2.0,Vamos con Vos: Florencio Randazzo,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
261,4/10/2021 11:17,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,28,Superior,NINGUNO,SEGURAMENTE iré a votar,-1,-1,1.0,2.0,0.0,-1.0,-1.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
262,4/10/2021 11:20,Buenos Aires,Zona Sur conurbano,Hombre,53,Secundario,El peronismo,SEGURAMENTE iré a votar,-1,1,0.0,-2.0,-2.0,-1.0,-1.0,-1.0,Vamos con Vos: Florencio Randazzo,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
263,4/10/2021 11:15,Buenos Aires,Zona Norte conurbano,Hombre,65,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,,-1.0,2.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
264,4/10/2021 11:14,Buenos Aires,Zona Oeste conurbano,Mujer,54,Secundario,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
265,4/10/2021 11:08,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,26,Superior,NINGUNO,Casi seguro NO IRÉ A VOTAR,0,0,-2.0,0.0,0.0,-1.0,0.0,0.0,0,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
266,4/10/2021 11:05,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,63,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-1.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
267,4/10/2021 10:55,Buenos Aires,Zona Sur conurbano,Hombre,68,Secundario,NINGUNO,SEGURAMENTE iré a votar,1,1,0.0,0.0,0.0,-1.0,-1.0,-1.0,0,,Blanco/nulo,sem_6_(10/02-10/06),1
268,4/10/2021 10:42,Buenos Aires,Zona Norte conurbano,Mujer,49,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,-2.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
269,4/10/2021 10:27,Buenos Aires,Zona Norte conurbano,Mujer,34,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-1.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
270,4/10/2021 09:04,Buenos Aires,Zona Sur conurbano,Mujer,34,Secundario,El peronismo,SEGURAMENTE iré a votar,1,-1,0.0,0.0,0.0,0.0,-1.0,0.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
271,4/10/2021 06:10,Buenos Aires,Zona Sur conurbano,Mujer,27,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
272,4/10/2021 04:22,Buenos Aires,Zona Norte conurbano,Mujer,56,Superior,El peronismo,SEGURAMENTE iré a votar,2,2,2.0,1.0,0.0,2.0,0.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
273,4/10/2021 04:00,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,61,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
274,4/10/2021 03:59,Buenos Aires,Zona Sur conurbano,Mujer,31,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,-2.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
275,4/10/2021 03:07,Buenos Aires,Zona Norte conurbano,Hombre,75,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
276,4/10/2021 03:05,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,72,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,0.0,0.0,-2.0,0.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
277,4/10/2021 03:01,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,33,Secundario,NINGUNO,SEGURAMENTE iré a votar,1,1,1.0,-1.0,-1.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
278,4/10/2021 02:53,Buenos Aires,Zona Norte conurbano,Mujer,39,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
279,4/10/2021 02:50,Buenos Aires,Zona Oeste conurbano,Hombre,44,Superior,NINGUNO,SEGURAMENTE iré a votar,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,Juntos: Diego Santilli,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
280,4/10/2021 02:35,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,55,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,1.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
281,4/10/2021 02:29,Buenos Aires,Zona Norte conurbano,Mujer,64,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,-1.0,0.0,Avanza Libertad: José Luis Espert,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
282,4/10/2021 02:28,Buenos Aires,Zona Norte conurbano,Hombre,56,Secundario,El peronismo,SEGURAMENTE iré a votar,1,1,1.0,0.0,0.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
283,4/10/2021 01:53,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,36,Secundario,El peronismo,SEGURAMENTE iré a votar,2,2,2.0,0.0,0.0,2.0,2.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
284,4/10/2021 01:47,Buenos Aires,Zona Oeste conurbano,Hombre,55,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,-1,2,1.0,-2.0,-2.0,0.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
285,4/10/2021 01:44,Buenos Aires,Zona Sur conurbano,Mujer,60,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,2.0,-2.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
286,4/10/2021 01:33,Buenos Aires,Zona Oeste conurbano,Hombre,63,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,1.0,1.0,1.0,2.0,-1.0,0.0,Principios y valores: Guillermo Moreno,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
287,4/10/2021 01:20,Buenos Aires,Zona Sur conurbano,Hombre,59,Superior,El Kirchnerismo,SEGURAMENTE iré a votar,1,2,1.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
288,4/10/2021 00:51,Buenos Aires,Zona Oeste conurbano,Hombre,69,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,0.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
289,4/10/2021 00:46,Buenos Aires,Zona Sur conurbano,Mujer,50,Superior,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,0.0,1.0,-1.0,0.0,0.0,0,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
290,3/10/2021 23:59,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,37,Superior,El PRO,SEGURAMENTE iré a votar,-1,-2,0.0,2.0,1.0,-1.0,0.0,0.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
291,3/10/2021 23:58,Buenos Aires,Zona Norte conurbano,Hombre,37,Secundario,NINGUNO,SEGURAMENTE iré a votar,-2,-2,-2.0,0.0,0.0,-1.0,0.0,-1.0,Avanza Libertad: José Luis Espert,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
292,3/10/2021 23:32,Buenos Aires,Zona Oeste conurbano,Hombre,42,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
293,3/10/2021 23:21,Buenos Aires,Zona Sur conurbano,Hombre,46,Secundario,NINGUNO,SEGURAMENTE iré a votar,-2,-2,0.0,1.0,0.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
294,3/10/2021 23:06,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,58,Superior,El peronismo,SEGURAMENTE iré a votar,1,1,1.0,-1.0,-2.0,2.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
295,3/10/2021 22:49,Buenos Aires,Zona Sur conurbano,Hombre,70,Secundario,NINGUNO,,-2,-2,,1.0,1.0,-1.0,0.0,-1.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
296,3/10/2021 22:42,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,62,,Los libertarios,SEGURAMENTE iré a votar,-1,-1,-1.0,0.0,1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Blanco/nulo,sem_6_(10/02-10/06),1
297,3/10/2021 22:32,Buenos Aires,Zona Sur conurbano,Mujer,29,Secundario,NINGUNO,SEGURAMENTE iré a votar,0,-2,0.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
298,3/10/2021 22:27,Buenos Aires,Zona Sur conurbano,Mujer,63,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,1.0,0.0,0.0,2.0,0.0,0.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
299,3/10/2021 22:18,Buenos Aires,Zona Oeste conurbano,Hombre,23,Superior,Los libertarios,SEGURAMENTE iré a votar,-2,-1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,Avanza Libertad: José Luis Espert,,Consenso Federal: Roberto Lavagna,sem_6_(10/02-10/06),1
300,3/10/2021 22:14,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,60,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-1,-2.0,2.0,1.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
301,3/10/2021 22:01,Buenos Aires,Zona Oeste conurbano,Hombre,62,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Frente Unión por el Futuro: Juan José Gómez Centurión,,Despertar: José Luis Espert,sem_6_(10/02-10/06),1
302,3/10/2021 21:56,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,37,Superior,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,2.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
303,3/10/2021 21:46,Buenos Aires,Resto de la provincia de Buenos Aires,Mujer,38,Superior,La Izquierda,SEGURAMENTE iré a votar,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
304,3/10/2021 21:46,Buenos Aires,Resto de la provincia de Buenos Aires,Hombre,44,Superior,El peronismo,NO ESTO SEGURO de ir a votar,2,2,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
305,3/10/2021 21:17,Buenos Aires,Zona Oeste conurbano,Hombre,78,Superior,El radicalismo,SEGURAMENTE iré a votar,-2,-2,-2.0,1.0,2.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
306,3/10/2021 21:00,Buenos Aires,Zona Norte conurbano,Hombre,71,Superior,El radicalismo,SEGURAMENTE iré a votar,-1,-2,-1.0,1.0,1.0,-1.0,2.0,2.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
307,3/10/2021 20:32,Buenos Aires,Zona Oeste conurbano,Mujer,40,Secundario,El PRO,SEGURAMENTE iré a votar,-2,-2,-2.0,2.0,2.0,-1.0,0.0,2.0,Juntos: Facundo Manes,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
308,3/10/2021 20:05,Buenos Aires,Zona Sur conurbano,Mujer,37,Secundario,NINGUNO,Casi seguro NO IRÉ A VOTAR,-2,-2,-2.0,1.0,1.0,-1.0,0.0,0.0,Juntos: Diego Santilli,,Juntos por el Cambio: Mauricio Macri,sem_6_(10/02-10/06),1
309,3/10/2021 19:14,Buenos Aires,Zona Oeste conurbano,Mujer,71,Secundario,El Kirchnerismo,SEGURAMENTE iré a votar,2,2,2.0,0.0,-2.0,2.0,-1.0,0.0,Frente de Todos: Victoria Tolosa Paz,,Frente de Todos: Alberto Fernández,sem_6_(10/02-10/06),1
